STATION,NAME,DATE,AWND,FMTM,PGTM,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01,WV03,WV20
USW00014765,"PROVIDENCE, RI US",12/23/2003,7.61,1847,1922,50,56,43,210,220,14.1,17,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",12/24/2003,12.08,2134,2149,48,56,40,210,210,23,29.1,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",12/25/2003,9.17,2018,2017,44,53,35,270,270,21.9,29.1,1,1,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",12/26/2003,12.75,958,1024,36,40,31,260,260,25.1,31.1,,,,,,,,,,,,,,,,,1,,,,,,
USW00014765,"PROVIDENCE, RI US",12/27/2003,8.72,1005,1000,42,51,33,10,360,17.9,21.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",12/28/2003,3.8,1317,1125,40,55,25,260,240,10.1,13,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",12/29/2003,7.83,1218,1050,42,58,25,260,270,19.9,23,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",12/30/2003,11.41,1512,1824,45,56,34,310,300,29.1,34.9,1,1,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",12/31/2003,11.86,228,149,44,50,38,290,280,21,25.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/1/2004,9.4,1203,1033,39,45,33,330,270,17.9,25.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/2/2004,3.8,1807,1827,32,37,26,20,30,12.1,13,1,1,,,,,,,,,,1,,,1,,1,,,1,,,
USW00014765,"PROVIDENCE, RI US",1/3/2004,3.8,1849,1612,43,50,35,220,240,8.9,12.1,1,1,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/4/2004,4.7,2320,2330,45,52,38,30,10,17,21,1,,,,,,,1,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/5/2004,8.5,1037,450,36,38,34,50,50,14.1,17,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/6/2004,12.3,2033,1905,29,37,20,320,260,23,32,1,1,,,,,,,,,,1,,,1,,1,,,1,,,
USW00014765,"PROVIDENCE, RI US",1/7/2004,12.75,1357,1356,21,25,17,270,270,23,30,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/8/2004,12.08,1200,1140,20,24,15,290,310,25.1,32,,,,,,,,,,,,,,,,,1,,,,,,
USW00014765,"PROVIDENCE, RI US",1/9/2004,12.53,1433,1432,9,16,2,360,360,23,29.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/10/2004,11.63,1010,2012,8,16,-1,10,310,17.9,23,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/11/2004,8.5,1625,1625,15,27,2,200,200,15,17,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/12/2004,6.49,17,16,29,33,25,250,250,15,19.9,1,,,,,,,,,,,1,,,,,1,,,,,,
USW00014765,"PROVIDENCE, RI US",1/13/2004,14.32,1738,1738,28,43,13,300,290,34.9,46.1,,,,,,,,,,,,,,,1,,1,,,,,,
USW00014765,"PROVIDENCE, RI US",1/14/2004,10.96,36,36,7,13,1,320,320,32,40,,,,,,,,,,,,,,,,,1,,,,,,
USW00014765,"PROVIDENCE, RI US",1/15/2004,14.99,2340,2014,4,12,-5,320,300,25.1,32,,,,,,,,,,,,,,,,,1,,,,,,
USW00014765,"PROVIDENCE, RI US",1/16/2004,15.43,1457,1456,4,13,-6,320,320,28,38,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/17/2004,11.41,929,928,25,38,12,320,310,23,30,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/18/2004,5.82,2232,2306,31,34,27,310,310,17,21.9,1,,,,,,,,,,,1,,,,,1,,,,,,
USW00014765,"PROVIDENCE, RI US",1/19/2004,12.3,1458,1458,22,27,17,310,310,23.9,30,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/20/2004,12.75,1149,1405,17,25,9,290,300,25.1,32,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/21/2004,8.05,134,133,21,29,13,320,330,16.1,23,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/22/2004,8.72,1337,2344,25,36,13,240,300,21,28,,,,,,,,,,,,,,,,,1,,,,,,
USW00014765,"PROVIDENCE, RI US",1/23/2004,13.65,1315,1314,17,22,11,300,290,28,36.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/24/2004,12.53,1614,1543,13,20,5,300,310,21,25.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/25/2004,9.17,58,58,10,18,1,310,310,17.9,23,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/26/2004,9.4,1135,1135,15,21,8,50,40,17,21,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/27/2004,8.95,939,325,20,25,15,20,30,16.1,17.9,,,,,,,,,,,,,,,,,1,,,,,,
USW00014765,"PROVIDENCE, RI US",1/28/2004,10.07,2226,2226,24,28,19,310,310,21,25.9,1,,,,,,,,,,,1,,,,,1,,,1,,,
USW00014765,"PROVIDENCE, RI US",1/29/2004,14.99,1443,945,22,27,17,300,290,29.1,38,,,,,,,,,1,,,,,,,,1,,,,,,
USW00014765,"PROVIDENCE, RI US",1/30/2004,12.53,1504,1445,19,26,12,270,270,21.9,28,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/31/2004,12.08,1634,1516,20,27,13,300,310,23,29.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/1/2004,7.83,1007,1026,23,33,12,330,320,19.9,23.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/2/2004,3.8,1733,435,28,38,17,210,360,8.1,12.1,1,,,,,,,,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/3/2004,7.38,2234,2239,32,44,20,160,170,31.1,36,1,,,1,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/4/2004,11.63,1615,1512,37,45,29,290,300,25.1,32,,,,,,,,,,,,,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/5/2004,8.95,955,952,31,37,24,320,300,17,23,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/6/2004,5.37,1227,1227,32,36,28,140,140,14.1,17,1,1,,1,,,,,,,,1,,,1,,1,,,1,,,
USW00014765,"PROVIDENCE, RI US",2/7/2004,9.4,2059,2154,37,45,28,310,320,23.9,30,1,,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/8/2004,15.21,1138,1138,23,28,18,320,330,30,38.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/9/2004,12.53,1312,1311,34,42,25,230,240,25.1,33.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/10/2004,8.72,1434,1230,42,49,35,260,270,17,23.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/11/2004,10.29,1643,1636,33,40,25,310,310,25.1,32,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/12/2004,6.26,1531,1530,28,38,18,270,260,16.1,17.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/13/2004,10.51,1202,1238,36,43,28,290,280,21,25.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/14/2004,9.4,1329,1328,37,45,29,280,260,17.9,23,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/15/2004,10.96,1132,1211,23,31,15,10,10,23,25.9,,,,,,,,,,,,,,,,,1,,,,,,
USW00014765,"PROVIDENCE, RI US",2/16/2004,7.83,1429,1428,22,33,11,360,360,14.1,19.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/17/2004,6.71,142,142,25,34,15,30,20,14.1,16.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/18/2004,14.54,1708,1712,30,32,27,20,10,25.1,31.1,1,,,,,,,,,,,1,,,,,1,,,,,,
USW00014765,"PROVIDENCE, RI US",2/19/2004,12.75,1432,1431,35,44,25,320,320,25.9,31.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/20/2004,6.26,1403,1401,33,41,25,160,160,14.1,16.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/21/2004,7.38,1917,1917,39,44,33,290,290,14.1,17,1,,,,,,,1,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/22/2004,13.42,905,953,39,46,32,310,330,23,29.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/23/2004,9.17,1031,1009,38,46,29,330,10,17,23,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/24/2004,5.59,1426,2233,32,39,25,240,30,15,17.9,,,,,,,,,,,,,,,,,1,,,,,,
USW00014765,"PROVIDENCE, RI US",2/25/2004,10.29,2347,1143,34,43,24,360,10,16.1,21.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/26/2004,10.51,2101,2109,37,46,27,360,10,17.9,21.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/27/2004,10.29,2135,2135,38,50,25,360,360,17,21.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/28/2004,8.5,1708,1445,43,55,31,340,300,17,23.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/29/2004,8.05,1437,1203,43,57,29,300,280,16.1,23.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/1/2004,8.05,1518,1517,48,59,37,190,200,19.9,21.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/2/2004,8.95,1640,1621,50,63,37,240,260,19.9,23.9,1,,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/3/2004,11.86,1501,919,46,56,36,290,310,21.9,28,,,,,,,,1,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/4/2004,6.04,1153,1152,44,51,36,260,250,15,17,1,1,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/5/2004,4.92,1808,1808,41,46,36,180,180,15,17.9,1,1,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/6/2004,14.09,2304,2303,49,58,40,300,310,32,38,1,1,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/7/2004,10.29,0,2356,43,50,35,320,320,31.1,36.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/8/2004,9.4,1358,1556,33,38,28,30,50,19.9,23.9,1,,,,,,,1,,,,1,,,1,,1,,,1,,,
USW00014765,"PROVIDENCE, RI US",3/9/2004,3.13,1548,1637,32,37,27,180,180,12.1,13,1,,,,,,,,,,,1,,,,,1,,,,,,
USW00014765,"PROVIDENCE, RI US",3/10/2004,11.63,2330,2331,34,43,25,40,30,23,31.1,1,,,,,,,,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/11/2004,16.33,740,729,41,49,32,10,360,29.1,34.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/12/2004,12.08,1146,1145,40,50,30,260,260,38,49,,,,,,,,,,,1,,,,1,,1,,,,,,
USW00014765,"PROVIDENCE, RI US",3/13/2004,13.87,1609,1224,36,43,29,310,310,23,30,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/14/2004,9.4,1707,1707,31,41,21,200,200,17.9,21.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/15/2004,12.3,949,955,47,56,38,270,270,25.1,31.1,,,,,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/16/2004,12.3,2222,2218,35,41,29,60,60,23.9,30,1,1,,,,,,,,,,1,,,,,1,,,1,,,
USW00014765,"PROVIDENCE, RI US",3/17/2004,14.76,716,710,29,31,26,20,10,25.1,31.1,1,,,,,,,,,,,1,,,,,1,,,,,,
USW00014765,"PROVIDENCE, RI US",3/18/2004,7.16,1729,1943,30,33,26,190,170,13,15,1,,,,,,,,,,,1,,,,,1,,,,,,
USW00014765,"PROVIDENCE, RI US",3/19/2004,10.51,1526,1525,29,35,24,30,30,25.1,29.1,1,,,,,,,,,,,1,,,1,,1,,,,,,
USW00014765,"PROVIDENCE, RI US",3/20/2004,9.84,1642,1641,30,41,19,210,210,21.9,25.1,1,,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/21/2004,12.3,1157,1641,42,52,31,320,290,25.1,31.1,1,,,,,,,1,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/22/2004,13.2,1543,26,29,35,23,330,320,21,28,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/23/2004,10.29,1452,1451,29,40,17,210,210,23,28,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/24/2004,8.5,1638,1637,40,49,30,170,160,21.9,25.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/25/2004,9.84,,,,54,40,210,210,19.9,23.9,,,,,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/26/2004,9.17,,,,57,43,150,150,16.1,17,,,,,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/27/2004,8.95,2208,2207,53,60,46,30,20,23.9,28,1,,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/28/2004,18.12,,,,47,32,40,40,28,38,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/29/2004,11.41,,,,50,31,60,30,15,17,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/30/2004,5.59,,,,45,31,70,90,8.9,10.1,1,,,,,,,,,,,1,,,,,1,,,,,,
USW00014765,"PROVIDENCE, RI US",3/31/2004,9.84,1458,1457,41,45,37,60,50,16.1,17.9,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/1/2004,11.86,1721,1821,44,48,40,50,40,21,23.9,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/2/2004,14.99,811,920,41,43,38,30,40,21.9,25.9,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/3/2004,10.29,1532,846,41,43,38,20,20,17,21.9,1,,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/4/2004,5.82,2327,2333,44,51,37,310,330,21,25.1,1,,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/5/2004,16.78,1030,801,38,45,31,310,320,25.9,34.9,,,,,,,,,,,,,,,,,1,,,,,,
USW00014765,"PROVIDENCE, RI US",4/6/2004,14.32,1419,1402,41,52,30,310,310,28,36,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/7/2004,10.29,1803,1814,46,56,36,300,290,19.9,23.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/8/2004,7.16,1332,1340,45,53,37,160,170,21,23.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/9/2004,9.17,1521,2033,49,62,36,320,320,23,29.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/10/2004,11.18,1305,1304,48,59,36,290,290,23.9,29.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/11/2004,4.47,1736,1725,43,51,35,170,170,14.1,17,,,,,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/12/2004,11.41,1327,1327,48,58,38,60,50,19.9,23,,,,,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/13/2004,12.75,2039,2039,49,56,41,190,200,29.1,36.9,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/14/2004,8.28,243,243,56,60,51,210,210,31.1,36.9,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/15/2004,15.88,1036,1037,48,55,41,10,20,30,36,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/16/2004,10.74,828,824,46,57,35,10,10,23,29.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/17/2004,6.71,1314,1350,53,73,33,150,160,17,17.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/18/2004,8.05,1514,1108,57,68,46,150,120,17,21,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/19/2004,12.08,1220,1219,63,81,44,230,220,25.9,36,1,1,,,,,,,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/20/2004,9.4,1011,1011,58,71,44,10,10,23.9,29.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/21/2004,7.61,1435,1435,49,57,40,180,180,19.9,21.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/22/2004,9.4,1356,1358,61,70,51,150,160,17,21,1,,,,,,,,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/23/2004,11.63,820,819,51,59,42,60,60,21.9,25.9,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/24/2004,11.86,1230,1240,54,67,40,300,290,23.9,32,1,,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/25/2004,10.96,633,632,45,51,39,360,10,21,25.1,,,,,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/26/2004,7.16,525,553,48,54,42,170,180,17.9,23,1,,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/27/2004,8.28,1552,1551,59,69,49,210,210,21.9,25.1,1,,,,,,,,,,,1,,,1,,,,,,,,1
USW00014765,"PROVIDENCE, RI US",4/28/2004,12.3,1510,1424,49,57,41,320,300,21.9,29.1,,,,,,,,,,,,,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/29/2004,12.53,1402,1050,54,69,38,210,230,28,33.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/30/2004,12.3,1323,1303,65,78,52,240,220,23.9,30,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/1/2004,11.86,1607,1607,62,76,48,230,230,25.1,31.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/2/2004,11.63,1342,1340,60,66,53,200,190,23.9,29.1,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/3/2004,8.28,26,214,55,60,49,210,250,21,29.1,1,1,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/4/2004,12.53,828,1039,50,59,41,300,300,25.1,34.9,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/5/2004,9.84,1253,1252,51,66,36,220,230,25.9,33.1,,,,,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/6/2004,8.28,1703,1652,55,67,43,230,210,17.9,21.9,1,,,,,,,1,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/7/2004,12.97,2305,2258,70,86,53,10,10,31.1,36.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/8/2004,12.08,145,1,51,57,45,10,360,23.9,29.1,,,,,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/9/2004,6.04,228,228,51,60,42,220,220,16.1,19.9,1,,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/10/2004,8.72,1510,1519,55,66,44,160,160,21.9,25.9,1,,,,,,,,,,,1,,,,,,,1,,,,
USW00014765,"PROVIDENCE, RI US",5/11/2004,8.5,959,1150,70,86,54,310,280,17,21,1,,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/12/2004,6.71,1908,1905,72,84,60,260,260,16.1,21,1,,,,,,,1,,,,,,,,,,,1,,,,
USW00014765,"PROVIDENCE, RI US",5/13/2004,11.41,1026,1025,61,73,48,20,20,21,23.9,1,,,,,,,1,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/14/2004,7.83,1635,1634,56,64,48,160,160,17,21,1,,,,,,,1,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/15/2004,9.62,1450,1418,72,87,57,230,220,23,29.1,1,,,,,,,,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/16/2004,7.61,1201,1203,64,74,54,30,50,21,23,1,,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/17/2004,7.61,1605,1609,56,61,51,160,160,16.1,17.9,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/18/2004,9.84,1708,1707,65,75,54,240,230,19.9,25.9,1,1,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/19/2004,5.82,1009,1235,63,74,52,10,10,17.9,23,1,,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/20/2004,8.28,1341,1321,60,72,48,180,170,17.9,21.9,1,,,,,,,,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/21/2004,6.04,200,200,63,74,52,210,210,13,15,1,,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/22/2004,6.93,1454,1511,58,66,49,20,20,16.1,17.9,1,1,,,,,,1,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/23/2004,6.93,1640,1639,62,75,49,80,80,16.1,17.9,1,,1,,,,,1,,,,1,,,1,,,,,,,1,
USW00014765,"PROVIDENCE, RI US",5/24/2004,7.16,1323,1323,57,62,51,360,360,21.9,25.9,1,,1,,,,,,,,,1,1,,1,,,,,,,1,
USW00014765,"PROVIDENCE, RI US",5/25/2004,8.28,1635,1331,56,64,48,60,40,16.1,21,1,,1,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/26/2004,5.37,238,238,52,55,48,90,90,13,14.1,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/27/2004,7.38,100,101,61,70,52,300,310,16.1,17.9,1,,1,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/28/2004,7.16,859,828,59,66,52,180,190,14.1,17,1,,1,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/29/2004,11.18,1508,1439,57,63,50,330,330,23.9,31.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/30/2004,10.07,1354,1351,59,71,47,280,270,21.9,25.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/31/2004,6.71,1322,1306,59,70,47,190,180,19.9,23.9,,,,,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/1/2004,8.5,849,851,53,58,48,30,40,16.1,17.9,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/2/2004,8.72,1332,1314,66,78,53,200,210,19.9,23,1,,,,,,,,,,,1,1,,1,,,,,,,,1
USW00014765,"PROVIDENCE, RI US",6/3/2004,7.61,1552,1551,63,72,54,330,330,21,28,,,,,,,,,,,,,,,1,,,,,,,,1
USW00014765,"PROVIDENCE, RI US",6/4/2004,6.93,1344,1350,60,71,49,160,160,19.9,21.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/5/2004,6.49,1221,1534,60,69,51,210,180,14.1,15,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/6/2004,11.63,1352,1351,54,56,51,40,40,19.9,28,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/7/2004,8.28,1509,1506,59,67,51,170,160,17,19.9,1,,,,,,,,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/8/2004,8.5,1613,1634,73,85,60,220,230,17.9,23.9,1,,,,,,,1,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/9/2004,10.51,1306,2146,80,92,67,270,320,19.9,25.1,,,1,,,,,1,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/10/2004,8.28,808,807,68,77,59,50,50,21,23,,,,,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/11/2004,8.5,1610,1544,63,73,52,320,300,16.1,25.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/12/2004,8.05,1617,1120,61,73,48,160,360,17,23,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/13/2004,10.07,1619,1618,62,75,48,200,210,21,23.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/14/2004,11.41,1102,1133,64,70,57,210,190,19.9,23.9,,,,,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/15/2004,10.29,1614,1613,76,88,63,230,220,17.9,21.9,1,,,,,,,1,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/16/2004,6.26,1453,1452,76,87,64,160,160,16.1,17,1,,,,,,,1,,,,1,,,,,,,1,,,,
